customer_id,Segment,Action,Coupon,Priority,Est_ROI
C016609,Standard,No Action,None,Low,Low
C016610,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016611,Champions,Early Access to Flash Sale,None,Medium,Low
C016612,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016613,Standard,No Action,None,Low,Low
C016614,Standard,No Action,None,Low,Low
C016615,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016616,Standard,No Action,None,Low,Low
C016617,Standard,No Action,None,Low,Low
C016618,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016619,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016620,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016621,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016622,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016623,Standard,No Action,None,Low,Low
C016624,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016625,Standard,No Action,None,Low,Low
C016626,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016627,Standard,No Action,None,Low,Low
C016628,Standard,No Action,None,Low,Low
C016629,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016630,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016631,Standard,No Action,None,Low,Low
C016632,Standard,No Action,None,Low,Low
C016633,Standard,No Action,None,Low,Low
C016634,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016635,Standard,No Action,None,Low,Low
C016636,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016637,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016638,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016639,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016640,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016641,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016642,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016643,Standard,No Action,None,Low,Low
C016644,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016645,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016646,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016647,Standard,No Action,None,Low,Low
C016648,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016649,Champions,Early Access to Flash Sale,None,Medium,Low
C016650,Standard,No Action,None,Low,Low
C016651,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016652,Standard,No Action,None,Low,Low
C016653,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016654,Standard,No Action,None,Low,Low
C016655,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016656,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016657,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016658,Champions,Early Access to Flash Sale,None,Medium,Low
C016659,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016660,Standard,No Action,None,Low,Low
C016661,Standard,No Action,None,Low,Low
C016662,Standard,No Action,None,Low,Low
C016663,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016664,Standard,No Action,None,Low,Low
C016665,Standard,No Action,None,Low,Low
C016666,Standard,No Action,None,Low,Low
C016667,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016668,Standard,No Action,None,Low,Low
C016669,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016670,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016671,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016672,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016673,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016674,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016675,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016676,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016677,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016678,Standard,No Action,None,Low,Low
C016679,Standard,No Action,None,Low,Low
C016680,Champions,Early Access to Flash Sale,None,Medium,Low
C016681,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016682,Standard,No Action,None,Low,Low
C016683,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016684,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016685,Standard,No Action,None,Low,Low
C016686,Standard,No Action,None,Low,Low
C016687,Standard,No Action,None,Low,Low
C016688,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016689,Standard,No Action,None,Low,Low
C016690,Standard,No Action,None,Low,Low
C016691,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016692,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016693,Standard,No Action,None,Low,Low
C016694,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016695,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016696,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016697,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016698,Standard,No Action,None,Low,Low
C016699,Standard,No Action,None,Low,Low
C016700,Standard,No Action,None,Low,Low
C016701,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016702,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016703,Standard,No Action,None,Low,Low
C016704,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016705,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016706,Champions,Early Access to Flash Sale,None,Medium,Low
C016707,Standard,No Action,None,Low,Low
C016708,Standard,No Action,None,Low,Low
C016709,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016710,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016711,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016712,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016713,Standard,No Action,None,Low,Low
C016714,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016715,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016716,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016717,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016718,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016719,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016720,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016721,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016722,Standard,No Action,None,Low,Low
C016723,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016724,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016725,Standard,No Action,None,Low,Low
C016726,Standard,No Action,None,Low,Low
C016727,Standard,No Action,None,Low,Low
C016728,Standard,No Action,None,Low,Low
C016729,Standard,No Action,None,Low,Low
C016730,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016731,Champions,Early Access to Flash Sale,None,Medium,Low
C016732,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016733,Standard,No Action,None,Low,Low
C016734,Champions,Early Access to Flash Sale,None,Medium,Low
C016735,Standard,No Action,None,Low,Low
C016736,Standard,No Action,None,Low,Low
C016737,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016738,Standard,No Action,None,Low,Low
C016739,Standard,No Action,None,Low,Low
C016740,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016741,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016742,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016743,Standard,No Action,None,Low,Low
C016744,Standard,No Action,None,Low,Low
C016745,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016746,Standard,No Action,None,Low,Low
C016747,Standard,No Action,None,Low,Low
C016748,Standard,No Action,None,Low,Low
C016749,Standard,No Action,None,Low,Low
C016750,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016751,Standard,No Action,None,Low,Low
C016752,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016753,Standard,No Action,None,Low,Low
C016754,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016755,Standard,No Action,None,Low,Low
C016756,Standard,No Action,None,Low,Low
C016757,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016758,Standard,No Action,None,Low,Low
C016759,Standard,No Action,None,Low,Low
C016760,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016761,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016762,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016763,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016764,Standard,No Action,None,Low,Low
C016765,Standard,No Action,None,Low,Low
C016766,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016767,Standard,No Action,None,Low,Low
C016768,Standard,No Action,None,Low,Low
C016769,Standard,No Action,None,Low,Low
C016770,Standard,No Action,None,Low,Low
C016771,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016772,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016773,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016774,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016775,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016776,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016777,Standard,No Action,None,Low,Low
C016778,Standard,No Action,None,Low,Low
C016779,Standard,No Action,None,Low,Low
C016780,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016781,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016782,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016783,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016784,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016785,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016786,Standard,No Action,None,Low,Low
C016787,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016788,Standard,No Action,None,Low,Low
C016789,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016790,Standard,No Action,None,Low,Low
C016791,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016792,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016793,Standard,No Action,None,Low,Low
C016794,Standard,No Action,None,Low,Low
C016795,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016796,Standard,No Action,None,Low,Low
C016797,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016798,Standard,No Action,None,Low,Low
C016799,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016800,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016801,Standard,No Action,None,Low,Low
C016802,Standard,No Action,None,Low,Low
C016803,Champions,Early Access to Flash Sale,None,Medium,Low
C016804,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016805,Standard,No Action,None,Low,Low
C016806,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016807,Standard,No Action,None,Low,Low
C016808,Standard,No Action,None,Low,Low
C016809,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016810,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016811,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016812,Standard,No Action,None,Low,Low
C016813,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016814,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016815,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016816,Standard,No Action,None,Low,Low
C016817,Standard,No Action,None,Low,Low
C016818,Standard,No Action,None,Low,Low
C016819,Standard,No Action,None,Low,Low
C016820,Standard,No Action,None,Low,Low
C016821,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016822,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016823,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016824,Standard,No Action,None,Low,Low
C016825,Standard,No Action,None,Low,Low
C016826,Standard,No Action,None,Low,Low
C016827,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016828,Standard,No Action,None,Low,Low
C016829,Champions,Early Access to Flash Sale,None,Medium,Low
C016830,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016831,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016832,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016833,Standard,No Action,None,Low,Low
C016834,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016835,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016836,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016837,Standard,No Action,None,Low,Low
C016838,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016839,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016840,Champions,Early Access to Flash Sale,None,Medium,Low
C016841,Standard,No Action,None,Low,Low
C016842,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016843,Standard,No Action,None,Low,Low
C016844,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016845,Standard,No Action,None,Low,Low
C016846,Champions,Early Access to Flash Sale,None,Medium,Low
C016847,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016848,Standard,No Action,None,Low,Low
C016849,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016850,Standard,No Action,None,Low,Low
C016851,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016852,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016853,Standard,No Action,None,Low,Low
C016854,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016855,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016856,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016857,Standard,No Action,None,Low,Low
C016858,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016859,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016860,Standard,No Action,None,Low,Low
C016861,Standard,No Action,None,Low,Low
C016862,Standard,No Action,None,Low,Low
C016863,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016864,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016865,Standard,No Action,None,Low,Low
C016866,Standard,No Action,None,Low,Low
C016867,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016868,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016869,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016870,Standard,No Action,None,Low,Low
C016871,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016872,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016873,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016874,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016875,Standard,No Action,None,Low,Low
C016876,Standard,No Action,None,Low,Low
C016877,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016878,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016879,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016880,Standard,No Action,None,Low,Low
C016881,Standard,No Action,None,Low,Low
C016882,Standard,No Action,None,Low,Low
C016883,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016884,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016885,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016886,Standard,No Action,None,Low,Low
C016887,Standard,No Action,None,Low,Low
C016888,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016889,Champions,Early Access to Flash Sale,None,Medium,Low
C016890,Standard,No Action,None,Low,Low
C016891,Standard,No Action,None,Low,Low
C016892,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016893,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016894,Standard,No Action,None,Low,Low
C016895,Standard,No Action,None,Low,Low
C016896,Standard,No Action,None,Low,Low
C016897,Standard,No Action,None,Low,Low
C016898,Standard,No Action,None,Low,Low
C016899,Standard,No Action,None,Low,Low
C016900,Standard,No Action,None,Low,Low
C016901,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016902,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016903,Standard,No Action,None,Low,Low
C016904,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016905,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016906,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016907,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016908,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016909,Champions,Early Access to Flash Sale,None,Medium,Low
C016910,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016911,Standard,No Action,None,Low,Low
C016912,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016913,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016914,Standard,No Action,None,Low,Low
C016915,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016916,Standard,No Action,None,Low,Low
C016917,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016918,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016919,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016920,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016921,Standard,No Action,None,Low,Low
C016922,Standard,No Action,None,Low,Low
C016923,Standard,No Action,None,Low,Low
C016924,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016925,Standard,No Action,None,Low,Low
C016926,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016927,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016928,Standard,No Action,None,Low,Low
C016929,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016930,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016931,Standard,No Action,None,Low,Low
C016932,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016933,Standard,No Action,None,Low,Low
C016934,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016935,Standard,No Action,None,Low,Low
C016936,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016937,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016938,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016939,Standard,No Action,None,Low,Low
C016940,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016941,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016942,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016943,Standard,No Action,None,Low,Low
C016944,Standard,No Action,None,Low,Low
C016945,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016946,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016947,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016948,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016949,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016950,Standard,No Action,None,Low,Low
C016951,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016952,Standard,No Action,None,Low,Low
C016953,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016954,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016955,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016956,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016957,Standard,No Action,None,Low,Low
C016958,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016959,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016960,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016961,Standard,No Action,None,Low,Low
C016962,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016963,Standard,No Action,None,Low,Low
C016964,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016965,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016966,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016967,Standard,No Action,None,Low,Low
C016968,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016969,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016970,Standard,No Action,None,Low,Low
C016971,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016972,Standard,No Action,None,Low,Low
C016973,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016974,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016975,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016976,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016977,Standard,No Action,None,Low,Low
C016978,Standard,No Action,None,Low,Low
C016979,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016981,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016982,Standard,No Action,None,Low,Low
C016983,Standard,No Action,None,Low,Low
C016984,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016985,Standard,No Action,None,Low,Low
C016986,Standard,No Action,None,Low,Low
C016987,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016988,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016989,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016990,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C016991,Standard,No Action,None,Low,Low
C016992,Standard,No Action,None,Low,Low
C016993,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C016994,Standard,No Action,None,Low,Low
C016995,Standard,No Action,None,Low,Low
C016996,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016997,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C016998,Standard,No Action,None,Low,Low
C016999,Standard,No Action,None,Low,Low
C017000,Standard,No Action,None,Low,Low
C017001,Standard,No Action,None,Low,Low
C017002,Standard,No Action,None,Low,Low
C017003,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017004,Standard,No Action,None,Low,Low
C017005,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017006,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017007,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017008,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017009,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017010,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017011,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017012,Standard,No Action,None,Low,Low
C017013,Standard,No Action,None,Low,Low
C017014,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017015,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017016,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017017,Standard,No Action,None,Low,Low
C017018,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017019,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017020,Standard,No Action,None,Low,Low
C017021,Standard,No Action,None,Low,Low
C017022,Standard,No Action,None,Low,Low
C017023,Standard,No Action,None,Low,Low
C017024,Standard,No Action,None,Low,Low
C017025,Standard,No Action,None,Low,Low
C017026,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017027,Standard,No Action,None,Low,Low
C017028,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017029,Standard,No Action,None,Low,Low
C017030,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017031,Standard,No Action,None,Low,Low
C017032,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017033,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017034,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017035,Standard,No Action,None,Low,Low
C017036,Standard,No Action,None,Low,Low
C017037,Standard,No Action,None,Low,Low
C017038,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017039,Standard,No Action,None,Low,Low
C017040,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017041,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017042,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017043,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017045,Champions,Early Access to Flash Sale,None,Medium,Low
C017046,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017047,Champions,Early Access to Flash Sale,None,Medium,Low
C017048,Champions,Early Access to Flash Sale,None,Medium,Low
C017049,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017050,Standard,No Action,None,Low,Low
C017051,Standard,No Action,None,Low,Low
C017052,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017053,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017054,Standard,No Action,None,Low,Low
C017055,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017056,Standard,No Action,None,Low,Low
C017057,Standard,No Action,None,Low,Low
C017058,Standard,No Action,None,Low,Low
C017059,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017060,Standard,No Action,None,Low,Low
C017061,Champions,Early Access to Flash Sale,None,Medium,Low
C017062,Standard,No Action,None,Low,Low
C017063,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017064,Standard,No Action,None,Low,Low
C017065,Standard,No Action,None,Low,Low
C017066,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017067,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017068,Standard,No Action,None,Low,Low
C017069,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017070,Standard,No Action,None,Low,Low
C017071,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017072,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017073,Standard,No Action,None,Low,Low
C017074,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C017075,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017076,Standard,No Action,None,Low,Low
C017077,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017078,Standard,No Action,None,Low,Low
C017079,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017080,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017081,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017082,Standard,No Action,None,Low,Low
C017083,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017084,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017085,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017086,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017087,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017088,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017089,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017090,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017091,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017092,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017093,Standard,No Action,None,Low,Low
C017094,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017095,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C017096,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017097,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C017098,Standard,No Action,None,Low,Low
