customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C006387,34,10,71358.25,2,5,3,253,Standard
C006388,51,4,45834.04,2,2,2,222,Standard
C006389,53,8,109735.69,2,4,4,244,Standard
C006390,18,11,86092.37,4,5,4,454,Loyal Customers
C006391,3,10,154531.61,5,5,5,555,Champions
C006392,225,5,80823.57,1,3,4,134,At Risk
C006393,42,10,235508.41,2,5,5,255,Standard
C006394,32,11,75683.45999999999,2,5,4,254,Standard
C006395,18,5,113353.64,4,3,4,434,Loyal Customers
C006396,266,1,12260.1,1,1,1,111,At Risk
C006397,19,11,96323.05,3,5,4,354,Standard
C006398,20,9,176512.29,3,5,5,355,Standard
C006399,30,7,78097.18,2,4,4,244,Standard
C006400,43,9,114864.93,2,5,4,254,Standard
C006401,40,6,133877.33000000002,2,3,5,235,Standard
C006402,1,10,87346.28,5,5,4,554,Loyal Customers
C006403,21,8,79030.75,3,4,4,344,Standard
C006404,2,8,69669.40000000001,5,4,3,543,Loyal Customers
C006405,25,10,138730.43,3,5,5,355,Standard
C006406,25,10,137992.02,3,5,5,355,Standard
C006407,175,10,222572.59000000003,1,5,5,155,At Risk
C006408,2,4,20081.969999999998,5,2,1,521,Loyal Customers
C006409,16,9,122202.62,4,5,5,455,Loyal Customers
C006410,18,10,152275.34,4,5,5,455,Loyal Customers
C006411,9,11,147001.76,5,5,5,555,Champions
C006412,1,11,212522.63,5,5,5,555,Champions
C006413,35,11,88894.74,2,5,4,254,Standard
C006414,1,13,263620.3,5,5,5,555,Champions
C006416,113,13,181680.87,1,5,5,155,At Risk
C006417,83,12,114664.09,1,5,4,154,At Risk
C006418,22,7,37210.119999999995,3,4,2,342,Standard
C006419,56,10,72459.40000000001,2,5,3,253,Standard
C006420,51,5,37251.95,2,3,2,232,Standard
C006421,29,13,160085.7,2,5,5,255,Standard
C006422,42,8,140490.47,2,4,5,245,Standard
C006423,80,8,127542.54999999999,1,4,5,145,At Risk
C006424,64,9,196033.74000000002,1,5,5,155,At Risk
C006425,95,9,90056.72,1,5,4,154,At Risk
C006426,208,2,68313.66,1,1,3,113,At Risk
C006427,1,10,144210.82,5,5,5,555,Champions
C006428,1,6,71319.71,5,3,3,533,Loyal Customers
C006429,19,10,109998.06,3,5,4,354,Standard
C006430,2,6,135839.06,5,3,5,535,Loyal Customers
C006431,51,11,217794.24,2,5,5,255,Standard
C006432,17,10,128544.7,4,5,5,455,Loyal Customers
C006433,72,11,85044.95,1,5,4,154,At Risk
C006434,17,10,200885.76,4,5,5,455,Loyal Customers
C006435,13,13,224427.94,4,5,5,455,Loyal Customers
C006436,541,4,56738.93,1,2,3,123,At Risk
C006437,15,11,128897.5,4,5,5,455,Loyal Customers
C006438,23,11,117386.61,3,5,5,355,Standard
C006439,18,6,34281.380000000005,4,3,2,432,Loyal Customers
C006440,22,9,49690.24,3,5,3,353,Standard
C006441,83,7,73796.34,1,4,3,143,At Risk
C006442,8,8,110980.35,5,4,4,544,Loyal Customers
C006443,18,10,179290.7,4,5,5,455,Loyal Customers
C006444,11,11,142653.66,4,5,5,455,Loyal Customers
C006445,32,9,231379.71,2,5,5,255,Standard
C006446,62,4,83639.01,1,2,4,124,At Risk
C006447,8,8,128634.13,5,4,5,545,Loyal Customers
C006448,81,7,144001.13,1,4,5,145,At Risk
C006449,22,9,124967.56000000001,3,5,5,355,Standard
C006450,31,9,140472.32,2,5,5,255,Standard
C006451,9,11,201577.01,5,5,5,555,Champions
C006452,132,5,139052.91999999998,1,3,5,135,At Risk
C006453,2,8,102293.25,5,4,4,544,Loyal Customers
C006454,20,11,130094.15999999999,3,5,5,355,Standard
C006455,36,8,124040.93,2,4,5,245,Standard
C006456,15,10,228933.13,4,5,5,455,Loyal Customers
C006457,54,6,109930.67,2,3,4,234,Standard
C006458,15,9,109634.25,4,5,4,454,Loyal Customers
C006459,179,3,37394.89,1,2,2,122,At Risk
C006460,23,9,110648.6,3,5,4,354,Standard
C006461,112,4,14277.24,1,2,1,121,At Risk
C006462,52,8,84460.4,2,4,4,244,Standard
C006463,20,14,182898.03,3,5,5,355,Standard
C006464,18,6,125254.85999999999,4,3,5,435,Loyal Customers
C006465,3,8,268445.47,5,4,5,545,Loyal Customers
C006466,51,8,107170.36,2,4,4,244,Standard
C006467,4,10,90452.81,5,5,4,554,Loyal Customers
C006468,29,12,104931.95999999999,2,5,4,254,Standard
C006469,24,7,129727.36,3,4,5,345,Standard
C006470,13,10,204333.35,4,5,5,455,Loyal Customers
C006471,10,6,37086.9,4,3,2,432,Loyal Customers
C006472,141,5,36245.49,1,3,2,132,At Risk
C006473,29,9,117662.34999999999,2,5,5,255,Standard
C006474,20,11,194452.52,3,5,5,355,Standard
C006475,15,14,117916.27,4,5,5,455,Loyal Customers
C006476,18,10,143593.16,4,5,5,455,Loyal Customers
C006477,119,7,77167.58,1,4,4,144,At Risk
C006478,15,12,214177.23,4,5,5,455,Loyal Customers
C006479,91,9,131239.5,1,5,5,155,At Risk
C006480,14,11,157334.3,4,5,5,455,Loyal Customers
C006481,205,4,35672.770000000004,1,2,2,122,At Risk
C006482,11,7,80580.28,4,4,4,444,Loyal Customers
C006483,1,8,65824.0,5,4,3,543,Loyal Customers
C006484,49,7,111976.95999999999,2,4,4,244,Standard
C006485,116,6,99390.04000000001,1,3,4,134,At Risk
C006486,313,3,17157.93,1,2,1,121,At Risk
C006487,112,5,96139.45999999999,1,3,4,134,At Risk
C006488,3,3,73470.94,5,2,3,523,Loyal Customers
C006489,37,6,138718.66,2,3,5,235,Standard
C006490,11,5,39099.29,4,3,2,432,Loyal Customers
C006491,10,8,65462.81,4,4,3,443,Loyal Customers
C006492,107,4,25837.42,1,2,2,122,At Risk
C006493,28,5,37595.020000000004,2,3,2,232,Standard
C006494,458,3,106692.63,1,2,4,124,At Risk
C006495,26,7,65489.69,3,4,3,343,Standard
C006496,13,9,83932.69,4,5,4,454,Loyal Customers
C006497,19,10,141251.04,3,5,5,355,Standard
C006498,3,15,209339.38,5,5,5,555,Champions
C006499,20,5,49774.159999999996,3,3,3,333,Standard
C006500,7,8,166528.93,5,4,5,545,Loyal Customers
C006501,20,5,17378.309999999998,3,3,1,331,Standard
C006502,108,4,24869.4,1,2,2,122,At Risk
C006503,30,9,113532.93000000001,2,5,4,254,Standard
C006504,10,10,114569.79,4,5,4,454,Loyal Customers
C006505,51,10,191536.6,2,5,5,255,Standard
C006506,1,6,86695.45,5,3,4,534,Loyal Customers
C006507,6,10,214891.16,5,5,5,555,Champions
C006508,49,7,105300.7,2,4,4,244,Standard
C006509,306,9,62274.0,1,5,3,153,At Risk
C006510,20,7,65520.479999999996,3,4,3,343,Standard
C006511,19,11,143390.87,3,5,5,355,Standard
C006512,5,13,192475.83000000002,5,5,5,555,Champions
C006513,409,3,48918.57,1,2,3,123,At Risk
C006514,40,8,119118.37,2,4,5,245,Standard
C006515,11,9,107464.99,4,5,4,454,Loyal Customers
C006516,577,3,55332.47,1,2,3,123,At Risk
C006517,453,3,29403.11,1,2,2,122,At Risk
C006518,126,9,174008.25,1,5,5,155,At Risk
C006519,20,12,174760.22,3,5,5,355,Standard
C006520,463,5,51503.67,1,3,3,133,At Risk
C006521,23,14,205553.28,3,5,5,355,Standard
C006522,11,10,79523.4,4,5,4,454,Loyal Customers
C006523,27,7,95875.83,2,4,4,244,Standard
C006524,16,13,200132.77,4,5,5,455,Loyal Customers
C006525,100,8,54921.72,1,4,3,143,At Risk
C006526,24,12,224035.24,3,5,5,355,Standard
C006527,27,8,92926.13,2,4,4,244,Standard
C006528,13,5,91352.76000000001,4,3,4,434,Loyal Customers
C006529,32,5,44022.07,2,3,2,232,Standard
C006530,15,11,141991.43,4,5,5,455,Loyal Customers
C006531,298,5,58315.159999999996,1,3,3,133,At Risk
C006532,68,9,114117.63,1,5,4,154,At Risk
C006533,14,9,106489.98000000001,4,5,4,454,Loyal Customers
C006534,51,9,68763.97,2,5,3,253,Standard
C006535,102,12,188623.59,1,5,5,155,At Risk
C006536,20,7,72988.84,3,4,3,343,Standard
C006537,51,9,205912.39,2,5,5,255,Standard
C006538,84,11,125286.88,1,5,5,155,At Risk
C006539,27,9,85572.65000000001,2,5,4,254,Standard
C006540,20,8,105618.45999999999,3,4,4,344,Standard
C006541,101,9,136880.56,1,5,5,155,At Risk
C006542,88,7,120540.01999999999,1,4,5,145,At Risk
C006543,41,5,49509.33,2,3,3,233,Standard
C006544,20,7,40285.39,3,4,2,342,Standard
C006545,237,2,9138.34,1,1,1,111,At Risk
C006546,10,8,101594.04,4,4,4,444,Loyal Customers
C006547,20,13,285468.3,3,5,5,355,Standard
C006548,15,10,181916.82,4,5,5,455,Loyal Customers
C006549,7,16,275350.89,5,5,5,555,Champions
C006550,1,7,95853.31,5,4,4,544,Loyal Customers
C006551,13,8,117003.33,4,4,5,445,Loyal Customers
C006552,37,8,94637.82,2,4,4,244,Standard
C006553,5,10,96202.28,5,5,4,554,Loyal Customers
C006554,12,8,89541.46,4,4,4,444,Loyal Customers
C006555,8,10,114061.86,5,5,4,554,Loyal Customers
C006556,61,6,91387.52,1,3,4,134,At Risk
C006557,131,7,105509.39,1,4,4,144,At Risk
C006558,20,10,96528.37,3,5,4,354,Standard
C006559,9,9,221480.66,5,5,5,555,Champions
C006560,177,6,64188.47,1,3,3,133,At Risk
C006561,126,5,30995.55,1,3,2,132,At Risk
C006562,16,4,65285.89,4,2,3,423,Loyal Customers
C006563,182,5,69642.73,1,3,3,133,At Risk
C006564,6,10,194794.66999999998,5,5,5,555,Champions
C006565,31,11,140139.61000000002,2,5,5,255,Standard
C006566,25,12,139989.08000000002,3,5,5,355,Standard
C006567,47,9,149059.58,2,5,5,255,Standard
C006568,244,6,110519.67,1,3,4,134,At Risk
C006569,15,11,218178.99,4,5,5,455,Loyal Customers
C006570,59,9,96222.79,1,5,4,154,At Risk
C006571,1,10,109528.79000000001,5,5,4,554,Loyal Customers
C006572,7,11,103166.68,5,5,4,554,Loyal Customers
C006573,20,8,81760.53,3,4,4,344,Standard
C006574,30,9,98838.69,2,5,4,254,Standard
C006575,3,9,176545.41,5,5,5,555,Champions
C006576,374,4,43698.9,1,2,2,122,At Risk
C006577,14,8,75395.04000000001,4,4,4,444,Loyal Customers
C006578,10,11,145982.72,4,5,5,455,Loyal Customers
C006579,31,10,152862.51,2,5,5,255,Standard
C006580,6,9,76727.41,5,5,4,554,Loyal Customers
C006581,43,7,145631.44,2,4,5,245,Standard
C006582,12,8,102483.67000000001,4,4,4,444,Loyal Customers
C006583,20,7,45837.35,3,4,2,342,Standard
C006584,21,10,177491.91999999998,3,5,5,355,Standard
C006585,21,7,25596.96,3,4,2,342,Standard
C006586,15,11,245190.92,4,5,5,455,Loyal Customers
C006587,23,13,157280.82,3,5,5,355,Standard
C006588,1,11,132422.16999999998,5,5,5,555,Champions
C006589,37,9,114725.35,2,5,4,254,Standard
C006590,13,6,99562.68,4,3,4,434,Loyal Customers
C006591,30,9,154167.36,2,5,5,255,Standard
C006592,15,10,188870.54,4,5,5,455,Loyal Customers
C006593,816,2,94315.88,1,1,4,114,At Risk
C006594,20,4,76785.72,3,2,4,324,Standard
C006595,20,8,118230.73,3,4,5,345,Standard
C006596,22,9,148646.84,3,5,5,355,Standard
C006597,51,4,38480.12,2,2,2,222,Standard
C006598,15,8,142221.01,4,4,5,445,Loyal Customers
C006599,17,8,174968.21,4,4,5,445,Loyal Customers
C006600,7,8,46410.24,5,4,2,542,Loyal Customers
C006601,1,9,91795.63999999998,5,5,4,554,Loyal Customers
C006602,8,5,94716.55,5,3,4,534,Loyal Customers
C006603,7,9,126249.44,5,5,5,555,Champions
C006604,1,11,109804.86,5,5,4,554,Loyal Customers
C006605,13,6,110080.99,4,3,4,434,Loyal Customers
C006606,3,7,75056.16,5,4,4,544,Loyal Customers
C006607,30,8,106074.97,2,4,4,244,Standard
C006608,10,14,238334.58000000002,4,5,5,455,Loyal Customers
C006609,22,13,182803.12,3,5,5,355,Standard
C006610,11,8,195301.85,4,4,5,445,Loyal Customers
C006611,116,9,154725.93,1,5,5,155,At Risk
C006612,26,10,82793.59999999999,3,5,4,354,Standard
C006613,29,7,162720.41999999998,2,4,5,245,Standard
C006614,6,9,175355.96,5,5,5,555,Champions
C006615,15,12,133707.2,4,5,5,455,Loyal Customers
C006616,2,4,81914.23,5,2,4,524,Loyal Customers
C006617,83,9,72001.66,1,5,3,153,At Risk
C006618,71,6,97954.20999999999,1,3,4,134,At Risk
C006619,15,9,108774.54000000001,4,5,4,454,Loyal Customers
C006620,11,7,122737.85,4,4,5,445,Loyal Customers
C006621,27,7,143084.81,2,4,5,245,Standard
C006622,50,4,30391.72,2,2,2,222,Standard
C006623,43,5,97144.6,2,3,4,234,Standard
C006624,20,8,200020.25,3,4,5,345,Standard
C006625,35,9,168824.78,2,5,5,255,Standard
C006626,31,3,37143.46,2,2,2,222,Standard
C006627,6,5,64808.48,5,3,3,533,Loyal Customers
C006628,6,11,176856.07,5,5,5,555,Champions
C006629,56,7,77157.48999999999,2,4,4,244,Standard
C006630,4,13,282476.88,5,5,5,555,Champions
C006631,39,5,39773.87,2,3,2,232,Standard
C006632,148,3,31798.77,1,2,2,122,At Risk
C006633,33,13,149302.8,2,5,5,255,Standard
C006634,23,7,43022.42,3,4,2,342,Standard
C006635,112,4,87917.22,1,2,4,124,At Risk
C006636,95,8,122109.91,1,4,5,145,At Risk
C006637,37,8,132042.69,2,4,5,245,Standard
C006638,10,10,143605.03,4,5,5,455,Loyal Customers
C006639,3,5,52848.89,5,3,3,533,Loyal Customers
C006640,1,6,88078.73000000001,5,3,4,534,Loyal Customers
C006641,22,15,203222.43,3,5,5,355,Standard
C006642,59,5,64009.060000000005,1,3,3,133,At Risk
C006643,38,10,174621.37,2,5,5,255,Standard
C006644,74,7,160587.6,1,4,5,145,At Risk
C006645,10,10,275941.84,4,5,5,455,Loyal Customers
C006646,23,11,162291.45,3,5,5,355,Standard
C006647,8,9,114843.64,5,5,4,554,Loyal Customers
C006648,15,14,144561.43,4,5,5,455,Loyal Customers
C006649,20,10,71344.17,3,5,3,353,Standard
C006650,34,9,115858.36,2,5,5,255,Standard
C006651,84,6,60665.94,1,3,3,133,At Risk
C006652,9,9,121088.05,5,5,5,555,Champions
C006653,20,9,186641.08000000002,3,5,5,355,Standard
C006654,31,9,32869.18,2,5,2,252,Standard
C006655,2,6,253481.72,5,3,5,535,Loyal Customers
C006656,88,8,129973.37000000001,1,4,5,145,At Risk
C006657,11,13,211475.19,4,5,5,455,Loyal Customers
C006658,57,9,103314.09,2,5,4,254,Standard
C006659,51,7,90592.17,2,4,4,244,Standard
C006660,14,11,151326.58,4,5,5,455,Loyal Customers
C006661,17,3,4876.219999999999,4,2,1,421,Loyal Customers
C006662,5,3,54729.19,5,2,3,523,Loyal Customers
C006663,51,3,1596.48,2,2,1,221,Standard
C006664,47,8,79156.18000000001,2,4,4,244,Standard
C006665,77,6,76851.81,1,3,4,134,At Risk
C006666,32,9,92361.21,2,5,4,254,Standard
C006667,23,3,14824.119999999999,3,2,1,321,Standard
C006668,17,5,35966.89,4,3,2,432,Loyal Customers
C006669,25,8,108752.54000000001,3,4,4,344,Standard
C006670,51,14,280082.36,2,5,5,255,Standard
C006671,16,9,129341.29000000001,4,5,5,455,Loyal Customers
C006672,14,10,98354.48000000001,4,5,4,454,Loyal Customers
C006673,15,6,97762.02,4,3,4,434,Loyal Customers
C006674,10,12,247284.72,4,5,5,455,Loyal Customers
C006675,1,4,89128.83,5,2,4,524,Loyal Customers
C006676,48,3,35910.41,2,2,2,222,Standard
C006677,20,7,102209.22,3,4,4,344,Standard
C006678,79,6,181459.18,1,3,5,135,At Risk
C006679,20,13,267104.4,3,5,5,355,Standard
C006680,19,10,137505.44,3,5,5,355,Standard
C006681,79,8,77589.88,1,4,4,144,At Risk
C006682,20,3,25436.89,3,2,2,322,Standard
C006683,740,2,8351.29,1,1,1,111,At Risk
C006684,149,6,34101.16,1,3,2,132,At Risk
C006685,10,9,68562.24,4,5,3,453,Loyal Customers
C006686,14,9,105378.9,4,5,4,454,Loyal Customers
C006687,28,8,78571.4,2,4,4,244,Standard
C006688,23,7,103786.78,3,4,4,344,Standard
C006689,92,6,77383.04000000001,1,3,4,134,At Risk
C006690,20,8,122302.25,3,4,5,345,Standard
C006691,51,14,187542.28,2,5,5,255,Standard
C006692,16,6,55435.259999999995,4,3,3,433,Loyal Customers
C006693,17,10,119163.85,4,5,5,455,Loyal Customers
C006694,9,9,124984.14,5,5,5,555,Champions
C006695,67,13,180123.54,1,5,5,155,At Risk
C006696,20,14,186956.57,3,5,5,355,Standard
C006697,22,10,109409.36,3,5,4,354,Standard
C006698,26,8,126704.76999999999,3,4,5,345,Standard
C006699,1,9,33381.83,5,5,2,552,Loyal Customers
C006700,5,11,147805.28,5,5,5,555,Champions
C006701,6,6,71811.3,5,3,3,533,Loyal Customers
C006702,1,12,187654.38999999998,5,5,5,555,Champions
C006703,83,8,157868.87,1,4,5,145,At Risk
C006704,27,8,85323.81,2,4,4,244,Standard
C006705,80,14,190248.14,1,5,5,155,At Risk
C006706,4,6,95803.0,5,3,4,534,Loyal Customers
C006707,30,11,98928.45,2,5,4,254,Standard
C006708,16,8,121906.62000000001,4,4,5,445,Loyal Customers
C006709,8,8,102996.13,5,4,4,544,Loyal Customers
C006710,5,15,359276.07,5,5,5,555,Champions
C006711,145,4,49215.29,1,2,3,123,At Risk
C006712,114,2,8083.31,1,1,1,111,At Risk
C006713,17,10,113994.25,4,5,4,454,Loyal Customers
C006714,25,12,180766.97,3,5,5,355,Standard
C006715,4,6,128737.31,5,3,5,535,Loyal Customers
C006716,6,10,187299.75,5,5,5,555,Champions
C006717,102,7,99468.71,1,4,4,144,At Risk
C006718,380,7,83229.70999999999,1,4,4,144,At Risk
C006719,34,9,41585.52,2,5,2,252,Standard
C006720,1,10,243768.74,5,5,5,555,Champions
C006721,15,9,64488.47,4,5,3,453,Loyal Customers
C006722,44,8,251222.93,2,4,5,245,Standard
C006723,20,13,195035.05,3,5,5,355,Standard
C006724,18,11,97499.45,4,5,4,454,Loyal Customers
C006725,74,12,246988.62000000002,1,5,5,155,At Risk
C006726,166,12,197916.16,1,5,5,155,At Risk
C006727,20,15,158810.33,3,5,5,355,Standard
C006728,132,3,19987.81,1,2,1,121,At Risk
C006729,27,7,75691.37999999999,2,4,4,244,Standard
C006730,37,6,113450.26,2,3,4,234,Standard
C006731,110,11,254272.9,1,5,5,155,At Risk
C006732,10,10,159047.1,4,5,5,455,Loyal Customers
C006733,48,7,38176.24,2,4,2,242,Standard
C006734,44,6,49450.939999999995,2,3,3,233,Standard
C006735,19,8,56353.490000000005,3,4,3,343,Standard
C006736,20,12,232104.58000000002,3,5,5,355,Standard
C006737,112,7,92910.62000000001,1,4,4,144,At Risk
C006738,9,7,142586.31,5,4,5,545,Loyal Customers
C006739,10,8,35023.11,4,4,2,442,Loyal Customers
C006740,23,10,111230.24,3,5,4,354,Standard
C006741,13,6,52944.13,4,3,3,433,Loyal Customers
C006742,31,6,86070.4,2,3,4,234,Standard
C006743,103,9,181569.16,1,5,5,155,At Risk
C006744,42,6,159245.77,2,3,5,235,Standard
C006745,35,7,110959.5,2,4,4,244,Standard
C006746,51,11,171851.52000000002,2,5,5,255,Standard
C006747,168,8,77577.68,1,4,4,144,At Risk
C006748,24,9,163720.96000000002,3,5,5,355,Standard
C006749,19,8,109641.45,3,4,4,344,Standard
C006750,20,10,150447.53,3,5,5,355,Standard
C006751,5,5,91238.18,5,3,4,534,Loyal Customers
C006752,48,10,105834.4,2,5,4,254,Standard
C006753,10,2,37373.94,4,1,2,412,Loyal Customers
C006754,19,7,54203.100000000006,3,4,3,343,Standard
C006755,22,11,96558.17,3,5,4,354,Standard
C006756,72,7,31761.870000000003,1,4,2,142,At Risk
C006757,68,6,49574.85,1,3,3,133,At Risk
C006758,232,8,92084.25,1,4,4,144,At Risk
C006759,9,11,130570.87,5,5,5,555,Champions
C006760,47,8,155312.56,2,4,5,245,Standard
C006761,20,7,39024.06,3,4,2,342,Standard
C006762,20,10,86847.61,3,5,4,354,Standard
C006763,24,7,30816.04,3,4,2,342,Standard
C006764,21,13,171839.67,3,5,5,355,Standard
C006765,299,6,95855.07,1,3,4,134,At Risk
C006766,13,12,114639.34999999999,4,5,4,454,Loyal Customers
C006767,90,5,60073.31,1,3,3,133,At Risk
C006768,20,13,150380.35,3,5,5,355,Standard
C006769,59,6,66124.4,1,3,3,133,At Risk
C006770,204,1,236.76,1,1,1,111,At Risk
C006771,24,9,147068.79,3,5,5,355,Standard
C006772,116,11,211329.91999999998,1,5,5,155,At Risk
C006773,239,2,8374.12,1,1,1,111,At Risk
C006774,33,5,50624.67,2,3,3,233,Standard
C006775,31,9,160970.69,2,5,5,255,Standard
C006776,18,7,159979.0,4,4,5,445,Loyal Customers
C006777,4,8,84840.84,5,4,4,544,Loyal Customers
C006778,44,15,232109.91,2,5,5,255,Standard
C006779,20,6,99258.25,3,3,4,334,Standard
C006780,1,6,91397.12,5,3,4,534,Loyal Customers
C006781,16,12,157276.26,4,5,5,455,Loyal Customers
C006782,8,12,200394.18,5,5,5,555,Champions
C006783,6,11,127330.89,5,5,5,555,Champions
C006784,30,11,174228.7,2,5,5,255,Standard
C006785,2,9,154525.66,5,5,5,555,Champions
C006786,29,11,245326.64,2,5,5,255,Standard
C006787,58,4,51705.99,2,2,3,223,Standard
C006788,20,15,243054.66999999998,3,5,5,355,Standard
C006789,371,5,46468.18,1,3,2,132,At Risk
C006790,160,9,93549.2,1,5,4,154,At Risk
C006791,3,13,145113.8,5,5,5,555,Champions
C006792,779,2,11567.84,1,1,1,111,At Risk
C006793,3,9,235797.09999999998,5,5,5,555,Champions
C006794,20,10,89062.40999999999,3,5,4,354,Standard
C006795,28,12,175481.09000000003,2,5,5,255,Standard
C006796,30,8,78727.95999999999,2,4,4,244,Standard
C006797,13,8,98703.02,4,4,4,444,Loyal Customers
C006798,9,9,62827.17,5,5,3,553,Loyal Customers
C006799,51,9,104907.15,2,5,4,254,Standard
C006800,24,11,130045.31,3,5,5,355,Standard
C006801,697,2,23858.39,1,1,2,112,At Risk
C006802,12,10,68827.26,4,5,3,453,Loyal Customers
C006803,20,7,116781.43,3,4,5,345,Standard
C006804,158,4,19179.82,1,2,1,121,At Risk
C006805,58,1,13488.56,2,1,1,211,Standard
C006806,1,10,122005.09000000001,5,5,5,555,Champions
C006807,122,10,90997.15000000001,1,5,4,154,At Risk
C006808,43,8,99934.42,2,4,4,244,Standard
C006809,32,8,114368.72,2,4,4,244,Standard
C006810,31,8,121342.28,2,4,5,245,Standard
C006811,19,8,73577.79,3,4,3,343,Standard
C006812,20,7,80284.89,3,4,4,344,Standard
C006813,9,11,164471.23,5,5,5,555,Champions
C006814,20,11,99462.14,3,5,4,354,Standard
C006815,29,5,66134.69,2,3,3,233,Standard
C006816,10,8,127948.11,4,4,5,445,Loyal Customers
C006817,109,6,94592.59,1,3,4,134,At Risk
C006818,33,7,41291.86,2,4,2,242,Standard
C006819,28,6,103848.12,2,3,4,234,Standard
C006820,29,10,134011.8,2,5,5,255,Standard
C006821,15,8,97467.41,4,4,4,444,Loyal Customers
C006822,6,6,48915.61,5,3,3,533,Loyal Customers
C006823,28,8,117088.27,2,4,5,245,Standard
C006824,1,12,149712.87,5,5,5,555,Champions
C006825,1,7,147767.52000000002,5,4,5,545,Loyal Customers
C006826,47,9,140988.59,2,5,5,255,Standard
C006827,8,9,182913.2,5,5,5,555,Champions
C006828,20,13,154068.95,3,5,5,355,Standard
C006829,6,11,147914.58000000002,5,5,5,555,Champions
C006830,18,11,148844.97,4,5,5,455,Loyal Customers
C006831,22,14,133352.31,3,5,5,355,Standard
C006832,18,8,98734.9,4,4,4,444,Loyal Customers
C006833,107,10,116849.36000000002,1,5,5,155,At Risk
C006834,3,9,113748.41,5,5,4,554,Loyal Customers
C006835,13,6,97473.29000000001,4,3,4,434,Loyal Customers
C006836,51,9,89786.20999999999,2,5,4,254,Standard
C006837,147,7,102683.65,1,4,4,144,At Risk
C006838,192,5,80538.32,1,3,4,134,At Risk
C006839,20,8,81590.65,3,4,4,344,Standard
C006840,17,9,57615.12,4,5,3,453,Loyal Customers
C006841,199,7,78088.15000000001,1,4,4,144,At Risk
C006842,11,13,119779.01000000001,4,5,5,455,Loyal Customers
C006843,10,6,35878.3,4,3,2,432,Loyal Customers
C006844,156,4,42223.18,1,2,2,122,At Risk
C006845,92,9,87845.96,1,5,4,154,At Risk
C006846,99,7,123119.47,1,4,5,145,At Risk
C006847,31,11,150061.67,2,5,5,255,Standard
C006848,83,5,111272.28,1,3,4,134,At Risk
C006849,88,10,106661.38,1,5,4,154,At Risk
C006850,51,7,77075.76000000001,2,4,4,244,Standard
C006851,90,9,81804.59999999999,1,5,4,154,At Risk
C006852,6,9,141079.74,5,5,5,555,Champions
C006853,165,8,194803.65999999997,1,4,5,145,At Risk
C006854,24,12,191958.22,3,5,5,355,Standard
C006855,38,11,217878.27000000002,2,5,5,255,Standard
C006856,20,6,102154.67,3,3,4,334,Standard
C006857,3,7,67963.88,5,4,3,543,Loyal Customers
C006858,11,12,151447.87,4,5,5,455,Loyal Customers
C006859,24,6,110137.95,3,3,4,334,Standard
C006860,16,9,170286.49,4,5,5,455,Loyal Customers
C006861,26,10,258174.05,3,5,5,355,Standard
C006862,12,13,102375.52,4,5,4,454,Loyal Customers
C006863,4,5,63474.89,5,3,3,533,Loyal Customers
C006864,17,10,112503.04999999999,4,5,4,454,Loyal Customers
C006865,75,10,75419.85,1,5,4,154,At Risk
C006866,157,7,78604.12,1,4,4,144,At Risk
C006867,20,8,122810.72,3,4,5,345,Standard
C006868,10,7,60216.770000000004,4,4,3,443,Loyal Customers
C006869,20,9,48233.29,3,5,3,353,Standard
C006870,2,7,137844.03999999998,5,4,5,545,Loyal Customers
C006871,49,8,123608.13,2,4,5,245,Standard
C006872,13,6,32431.34,4,3,2,432,Loyal Customers
C006873,20,11,192327.38,3,5,5,355,Standard
C006874,23,12,95372.03,3,5,4,354,Standard
C006875,11,8,84409.96,4,4,4,444,Loyal Customers
C006876,19,10,109060.29000000001,3,5,4,354,Standard
C006877,4,6,69487.38,5,3,3,533,Loyal Customers
C006878,2,8,107785.29,5,4,4,544,Loyal Customers
C006879,7,13,73085.62,5,5,3,553,Loyal Customers
C006880,4,7,84277.98,5,4,4,544,Loyal Customers
C006881,20,7,73041.41,3,4,3,343,Standard
C006882,1,7,119677.31,5,4,5,545,Loyal Customers
C006883,21,10,136936.44,3,5,5,355,Standard
C006884,101,6,70019.05,1,3,3,133,At Risk
C006885,4,6,80880.54,5,3,4,534,Loyal Customers
C006886,28,8,96672.83,2,4,4,244,Standard
C006887,1,9,74137.1,5,5,3,553,Loyal Customers
C006888,20,11,147845.77000000002,3,5,5,355,Standard
C006889,67,7,57025.4,1,4,3,143,At Risk
C006890,20,7,78998.55,3,4,4,344,Standard
C006891,28,5,28274.25,2,3,2,232,Standard
C006893,10,7,164663.97,4,4,5,445,Loyal Customers
C006894,1,6,60271.740000000005,5,3,3,533,Loyal Customers
C006895,23,11,247308.56,3,5,5,355,Standard
C006896,137,6,70912.18,1,3,3,133,At Risk
C006897,25,5,81070.41,3,3,4,334,Standard
C006898,4,11,202607.87,5,5,5,555,Champions
C006899,30,13,154606.44,2,5,5,255,Standard
C006900,3,8,122038.91,5,4,5,545,Loyal Customers
C006901,38,7,58761.880000000005,2,4,3,243,Standard
C006902,20,10,159329.4,3,5,5,355,Standard
C006903,69,3,74109.74,1,2,3,123,At Risk
C006904,23,7,146664.28,3,4,5,345,Standard
C006905,198,3,27539.67,1,2,2,122,At Risk
